sep= 
Time [s]	f1 [Hz]	f3 [Hz]	f5 [Hz]	f7 [Hz]	f9 [Hz]	f11 [Hz]	f13 [Hz]	D1 [ppm]	D3 [ppm]	D5 [ppm]	D7 [ppm]	D9 [ppm]	D11 [ppm]	D13 [ppm]
779,5711	-15,6908	2,3660	2,6088	2,6648	2,5467	2,7479	2,9215	-0,9725	-0,3409	0,0614	0,0392	-0,0059	0,0434	-0,0790
784,1795	-15,7260	2,3063	2,6018	2,6379	2,5650	2,8228	2,7687	-0,9917	-0,3364	0,0732	0,0216	-0,0058	-0,0215	-0,0862
788,7725	-15,8564	2,3613	2,6374	2,6635	2,5088	2,9342	2,8825	-1,0049	-0,3312	0,0761	0,0286	-0,0174	0,0357	-0,1150
793,4059	-15,9401	2,3747	2,6656	2,6120	2,5352	2,6097	2,9308	-1,0366	-0,3473	0,0714	0,0563	-0,0085	0,0458	-0,0571
798,0234	-16,0406	2,3695	2,6665	2,6872	2,5816	2,8734	2,7656	-1,0305	-0,3473	0,0542	0,0407	0,0092	-0,0292	-0,0552
802,6542	-16,0449	2,4266	2,6636	2,7264	2,5304	2,9657	2,9308	-1,0608	-0,3504	0,0701	0,0381	-0,0119	-0,0369	-0,0550
807,3950	-16,0989	2,3844	2,6603	2,7518	2,5909	3,0485	2,9366	-1,0961	-0,3425	0,0625	0,0357	-0,0105	-0,0066	-0,0584
812,0812	-16,2178	2,4151	2,7194	2,6429	2,5689	2,7714	2,9626	-1,1169	-0,3675	0,0656	0,0388	-0,0151	0,0162	-0,1042
816,8243	-16,2788	2,3914	2,7030	2,7813	2,5652	2,8369	2,9364	-1,1307	-0,3647	0,0694	0,0382	0,0008	0,0237	-0,0896
821,5707	-16,4278	2,4041	2,7245	2,7241	2,5143	3,0633	2,9661	-1,1632	-0,3612	0,0697	0,0383	-0,0122	0,0254	-0,1024
826,2687	-16,4815	2,4279	2,7519	2,7351	2,6619	3,2205	3,0028	-1,1847	-0,3667	0,0544	0,0442	-0,0342	-0,0916	-0,0660
830,8810	-16,5365	2,4327	2,7321	2,7427	2,6537	3,2032	3,0279	-1,2161	-0,3712	0,0778	0,0415	-0,0072	0,0182	-0,0674
835,5018	-16,5740	2,4559	2,7444	2,7403	2,6224	3,1156	3,0268	-1,2123	-0,3534	0,0598	0,0350	-0,0209	-0,0365	-0,0835
840,0923	-16,5967	2,4604	2,7501	2,8034	2,5987	2,9731	3,0552	-1,2064	-0,3816	0,0511	0,0168	-0,0268	0,0247	-0,0901
844,6753	-16,7111	2,4521	2,7297	2,8308	2,6957	2,9295	3,1258	-1,2628	-0,3776	0,0519	0,0205	-0,0225	0,0230	-0,1088
849,2886	-16,8204	2,4787	2,8095	2,7648	2,8039	3,0113	3,0983	-1,2626	-0,3686	0,0625	0,0395	-0,0208	0,0220	-0,0515
853,9438	-16,8143	2,5176	2,8562	2,8171	2,6594	3,1497	2,9765	-1,2716	-0,3582	0,0640	0,0566	-0,0117	0,0551	-0,0381
858,5997	-16,9024	2,5032	2,8445	2,7984	2,6877	3,4481	3,1162	-1,2920	-0,3839	0,0544	0,0432	-0,0102	-0,0648	-0,0855
863,3053	-16,9935	2,4966	2,8535	2,7979	2,6748	2,9935	3,0476	-1,3162	-0,3631	0,0648	0,0280	-0,0098	-0,0006	-0,0969
867,9722	-17,0583	2,4565	2,8201	2,8687	2,6839	3,2178	3,1053	-1,3324	-0,3775	0,0605	0,0301	-0,0110	-0,0468	-0,0919
872,6497	-17,1383	2,5315	2,8377	2,9015	2,7291	3,1876	3,1153	-1,3626	-0,3705	0,0558	0,0353	-0,0224	0,0251	-0,0757
877,3219	-17,1202	2,5059	2,8374	2,8143	2,6688	2,8883	3,0269	-1,3837	-0,3874	0,0536	0,0246	-0,0220	0,0402	-0,0604
882,0601	-17,2083	2,5147	2,8718	2,8755	2,6482	2,8967	3,0191	-1,3871	-0,3704	0,0476	0,0492	-0,0218	0,0465	-0,0566
886,7213	-17,2866	2,5194	2,8135	2,8352	2,6963	2,8564	3,1452	-1,4070	-0,3651	0,0639	0,0283	-0,0213	0,0673	-0,0577
891,3307	-17,3477	2,5106	2,8621	2,8447	2,7225	3,1374	3,0316	-1,4404	-0,3715	0,0651	0,0446	-0,0044	0,0601	-0,0570
895,9600	-17,3148	2,5226	2,8400	2,8992	2,7316	2,9159	3,1702	-1,4253	-0,3773	0,0589	0,0319	-0,0155	0,0439	-0,1046
900,5340	-17,4038	2,5209	2,8136	2,8342	2,7451	3,1222	3,0652	-1,4421	-0,3855	0,0620	0,0531	0,0054	-0,0309	-0,0591
905,2014	-17,4988	2,5088	2,8790	2,7975	2,7387	3,2320	3,0911	-1,4624	-0,4017	0,0637	0,0560	0,0141	-0,0357	-0,0801
909,8211	-17,5617	2,4824	2,8490	2,9129	2,7462	3,0076	3,1646	-1,4781	-0,3828	0,0635	0,0606	-0,0085	0,0654	-0,1271
914,4110	-17,7075	2,5043	2,8573	2,8532	2,7928	3,2549	3,0719	-1,5208	-0,3905	0,0774	0,0637	-0,0109	-0,0057	-0,1145
919,0479	-17,6950	2,5214	2,8670	2,8982	2,7567	3,2106	3,0892	-1,5460	-0,4082	0,0581	0,0458	0,0100	0,1119	-0,0722
923,7835	-17,8048	2,5013	2,8724	2,8471	2,7313	3,1094	3,1257	-1,5799	-0,4016	0,0581	0,0479	-0,0070	-0,0442	-0,0756
928,4427	-17,8266	2,5589	2,8255	2,9060	2,7837	3,3598	3,1279	-1,6137	-0,3915	0,0623	0,0393	-0,0083	0,0599	-0,0723
933,1272	-17,9594	2,5869	2,8066	2,8546	2,6992	3,0620	2,9701	-1,6289	-0,4018	0,0600	0,0273	-0,0086	-0,0043	-0,0690
937,7643	-18,0816	2,5254	2,8399	2,9056	2,7180	3,4011	3,1847	-1,6763	-0,3916	0,0615	0,0538	-0,0092	0,0173	-0,0737
942,4499	-17,3384	2,5009	2,8977	2,9105	2,7568	3,2316	3,0502	-1,3130	-0,3569	0,0637	0,0389	-0,0147	0,0299	-0,0876
947,1133	-18,8966	2,3278	2,6925	2,7402	2,4533	2,8855	2,8593	-2,9096	-0,4396	0,0500	0,0740	-0,0043	0,0906	-0,0988
951,7428	-18,9590	2,3614	2,7219	2,7174	2,4764	2,8224	2,9791	-3,0059	-0,4687	0,0572	0,0351	-0,0185	0,0566	-0,0980
956,3526	-16,8626	2,6084	2,9439	3,0012	2,8230	3,3440	3,1979	-1,1783	-0,3684	0,0654	0,0532	-0,0121	-0,0010	-0,0985
960,9315	-15,6537	2,6189	2,9205	2,9895	2,7464	3,2964	3,2063	-0,9232	-0,3659	0,0755	0,0773	0,0002	0,0443	-0,0702
965,5199	-16,8927	2,5833	2,9408	2,9530	2,8417	3,2137	3,2510	-1,4260	-0,3706	0,0634	0,0433	-0,0052	0,0560	-0,0607
970,1118	-16,6981	2,7173	3,0024	3,0450	2,9067	3,2763	3,2801	-1,3982	-0,3950	0,0364	0,0363	-0,0260	0,0208	-0,0669
974,7335	-16,3165	2,7248	3,0865	3,0615	2,9271	3,3928	3,2506	-1,5520	-0,3901	0,0534	0,0568	-0,0038	0,0271	-0,0871
979,3483	-16,2524	2,6913	3,0636	3,0476	2,9750	3,5258	3,3407	-1,5880	-0,3849	0,0617	0,0425	-0,0138	-0,0317	-0,1051
983,9841	-16,0904	2,4274	2,7494	2,8966	2,7223	3,2121	3,0066	-1,4374	-0,3143	0,1165	0,0848	0,0342	0,0569	-0,0298
988,5857	-17,3900	1,7787	2,2025	2,2557	2,0467	2,3689	2,2594	-1,3560	-0,1471	0,2743	0,2300	0,1683	0,2345	0,1454
993,2163	-19,8344	0,6758	1,1686	1,2397	1,0747	1,6228	1,4429	-1,2653	0,0872	0,4890	0,4327	0,3707	0,2949	0,2622
997,8387	-22,1958	-0,5009	0,0633	0,1829	0,0707	0,3917	0,3984	-1,3498	0,3426	0,7000	0,6112	0,5270	0,5732	0,3764
1002,4754	-24,0003	-1,7222	-1,0538	-0,8491	-0,8975	-0,4596	-0,5483	-1,2154	0,5353	0,8610	0,7560	0,6632	0,5953	0,5006
1007,1174	-25,6705	-2,8326	-2,0031	-1,7957	-1,9055	-1,5907	-1,3869	-1,0300	0,7002	0,9688	0,8356	0,7235	0,6838	0,5844
1011,7065	-26,9528	-3,7566	-2,8957	-2,6928	-2,5958	-2,2557	-2,2181	-0,9051	0,7917	1,0493	0,9367	0,7781	0,7526	0,6352
1016,2839	-28,0217	-4,6072	-3,7194	-3,3832	-3,5232	-3,0613	-2,9358	-0,8517	0,8600	1,1197	0,9752	0,8822	0,8041	0,6788
1020,8694	-28,9609	-5,3748	-4,4973	-4,1062	-4,1492	-3,7948	-3,6948	-0,8620	0,8992	1,1673	1,0404	0,9066	0,8426	0,7274
1025,5665	-29,8225	-6,1222	-5,2111	-4,8527	-4,8197	-4,3971	-4,3591	-0,8363	0,9343	1,1894	1,0682	0,9195	0,8579	0,7405
1030,2655	-30,6455	-6,8669	-5,8831	-5,5617	-5,5986	-5,1383	-5,0963	-0,7785	0,9615	1,2171	1,0865	0,9194	0,8513	0,7498
1034,8383	-31,3882	-7,5076	-6,5624	-6,1916	-6,2126	-5,6157	-5,7497	-0,8262	0,9786	1,2388	1,1099	0,9419	0,9069	0,7687
1039,5747	-32,1778	-8,1891	-7,2178	-6,8671	-6,8684	-6,4105	-6,4256	-0,8259	0,9959	1,2681	1,1063	1,0066	0,9296	0,8168
1044,2782	-32,9114	-8,8817	-7,8718	-7,5122	-7,5272	-7,1425	-7,2176	-0,8738	1,0064	1,2798	1,1454	1,0127	0,9661	0,8422
1048,9783	-33,6341	-9,5018	-8,4983	-8,1472	-8,1515	-7,6087	-7,5815	-0,9104	1,0144	1,2979	1,1614	1,0125	0,9856	0,8592
1053,6250	-34,3643	-10,1372	-9,1499	-8,7980	-8,7401	-8,2829	-8,3340	-0,8963	1,0418	1,3133	1,1731	1,0460	1,0171	0,8748
1058,3794	-35,1665	-10,7710	-9,7623	-9,4125	-9,4675	-9,1191	-8,9749	-0,8973	1,0536	1,3255	1,1952	1,0636	1,0189	0,9129
1063,0358	-35,8590	-11,3498	-10,3578	-10,0326	-10,0160	-9,5636	-9,5683	-0,8637	1,0806	1,3603	1,2301	1,0656	1,0489	0,9484
1067,7202	-36,4679	-11,9903	-11,0001	-10,5909	-10,6578	-10,2327	-10,0698	-0,9029	1,0924	1,3750	1,2382	1,0782	1,0544	0,9180
1072,3303	-37,1910	-12,5456	-11,5677	-11,2244	-11,2047	-10,8117	-10,7355	-0,9456	1,1051	1,3925	1,2614	1,1087	1,0582	0,9343
1076,9253	-37,8415	-13,1551	-12,1605	-11,7667	-11,8050	-11,2720	-11,7355	-0,9647	1,1090	1,4012	1,2835	1,1216	1,0577	0,9951
1081,6025	-38,5043	-13,7720	-12,6784	-12,3865	-12,4289	-11,8645	-11,8699	-0,9861	1,1105	1,3978	1,2860	1,1637	1,0781	0,9707
1086,2835	-39,1791	-14,2945	-13,3111	-12,9157	-12,9258	-12,4465	-12,5340	-0,9272	1,1220	1,4312	1,2972	1,1910	1,1051	0,9771
1090,8670	-39,7984	-14,8937	-13,8960	-13,4710	-13,4967	-13,0367	-13,0030	-1,0106	1,1526	1,4445	1,3361	1,1584	1,1563	0,9803
1095,4622	-40,4379	-15,4675	-14,4211	-14,0546	-14,0227	-13,5429	-13,4884	-1,0305	1,1494	1,4424	1,3323	1,2052	1,1528	1,0293
1100,0407	-41,0575	-15,9937	-15,0130	-14,6095	-14,6044	-14,0841	-14,0934	-1,0002	1,1621	1,4705	1,3454	1,2062	1,1976	1,0319
1104,7228	-41,7286	-16,5998	-15,5290	-15,1616	-15,1603	-14,6091	-14,5754	-0,9900	1,1886	1,4806	1,3674	1,2312	1,1936	1,0636
1109,3988	-42,3676	-17,1224	-16,1203	-15,7958	-15,7839	-15,2976	-15,3284	-0,9826	1,1983	1,5029	1,3964	1,2389	1,2128	1,0830
1114,0986	-42,9813	-17,7179	-16,6937	-16,3420	-16,3340	-15,7766	-15,6579	-1,0065	1,2176	1,5263	1,4121	1,2482	1,2457	1,0877
1118,7628	-43,6169	-18,2876	-17,2563	-16,8463	-16,9314	-16,3973	-16,2475	-1,0314	1,2221	1,5205	1,4213	1,2670	1,2427	1,1045
1123,4839	-44,2510	-18,8393	-17,8102	-17,4468	-17,4315	-16,9814	-16,9425	-1,0445	1,2334	1,5545	1,4286	1,3019	1,2694	1,1613
1128,1862	-44,8510	-19,3993	-18,3620	-17,9372	-18,0091	-17,4698	-17,4382	-1,0629	1,2466	1,5636	1,4766	1,3102	1,3043	1,1133
1132,8201	-45,5144	-19,8962	-18,8634	-18,5098	-18,4769	-17,9813	-17,9130	-1,0290	1,2606	1,5668	1,4736	1,3437	1,3020	1,1619
1137,4650	-46,0935	-20,4226	-19,3906	-19,0251	-19,0410	-18,5644	-18,4498	-1,0308	1,2762	1,6009	1,4990	1,3495	1,2874	1,1695
1142,0765	-46,6623	-20,9914	-19,9145	-19,5799	-19,5303	-19,0502	-18,9094	-1,0626	1,2883	1,6030	1,4845	1,3642	1,2997	1,2209
1146,6629	-47,2233	-21,5209	-20,4218	-20,0867	-20,0478	-19,5420	-19,4639	-1,0782	1,2943	1,6192	1,5151	1,3892	1,3578	1,2560
1151,2272	-47,8782	-22,0316	-20,9842	-20,5498	-20,5898	-20,0179	-19,9748	-1,0492	1,3118	1,6269	1,5483	1,3855	1,3641	1,2483
1155,8429	-48,3295	-22,5225	-21,4571	-21,0997	-21,0621	-20,5489	-20,5868	-1,0656	1,3199	1,6385	1,5352	1,4162	1,3751	1,2687
1160,5022	-49,0002	-23,0152	-21,9491	-21,5143	-21,5983	-20,9938	-21,0449	-1,0615	1,3305	1,6634	1,5719	1,4444	1,4289	1,2722
1165,1891	-49,4867	-23,5196	-22,4981	-22,0431	-22,0988	-21,4990	-21,5006	-1,0946	1,3457	1,6850	1,6003	1,4560	1,4475	1,3035
1169,8343	-50,0378	-24,0416	-22,9334	-22,4641	-22,4383	-21,9161	-21,9369	-1,0974	1,3534	1,7080	1,5827	1,4600	1,4491	1,3121
1174,4916	-50,5555	-24,5033	-23,4363	-23,0562	-22,9977	-22,4961	-22,4282	-1,0836	1,3650	1,7136	1,6189	1,4968	1,4722	1,3259
1179,1826	-51,1270	-24,9999	-23,9006	-22,6127	-23,0305	-22,6692	-22,7538	-1,0657	1,3797	1,7380	1,6331	1,4811	1,4820	1,3949
1183,9901	-51,5666	-25,3281	-24,2337	-23,7813	-23,8373	-23,3536	-23,2862	-0,8418	1,4089	1,7500	1,6327	1,5363	1,4874	1,3862
1188,6641	-51,8699	-25,7823	-24,6864	-24,1755	-24,2189	-23,7443	-23,5560	-0,8600	1,4237	1,7518	1,6584	1,5202	1,5296	1,3829
1193,2405	-52,3519	-26,2135	-25,1264	-24,7845	-24,6255	-24,0874	-23,9075	-0,9087	1,4322	1,7687	1,6563	1,5162	1,5221	1,3852
1197,8323	-52,7647	-26,6389	-25,5457	-24,9343	-25,0819	-24,5018	-24,4692	-0,8845	1,4417	1,7950	1,6484	1,5647	1,5211	1,4074
1202,4561	-53,2763	-27,0762	-25,9777	-25,4168	-25,4316	-24,9478	-24,7053	-0,8269	1,4588	1,8130	1,6034	1,5635	1,5112	1,4242
1207,0589	-53,5942	-27,5060	-26,3725	-25,9179	-25,8290	-25,2551	-25,1952	-0,8298	1,4784	1,8271	1,8013	1,5837	1,5935	1,4723
1211,6974	-53,8407	-27,8910	-26,7799	-26,3823	-26,2464	-25,6068	-25,6269	-0,8483	1,4786	1,8241	1,8476	1,6023	1,5845	1,4827
1216,3347	-54,3345	-28,3759	-27,1817	-26,3387	-26,4112	-25,9606	-25,8955	-0,8517	1,5003	1,8570	1,7878	1,5886	1,5916	1,5090
1220,9528	-54,7308	-28,7127	-27,5697	-27,1359	-26,9548	-26,3720	-26,2724	-0,7989	1,5022	1,8648	1,8056	1,6505	1,6003	1,5224
1225,6349	-55,3417	-29,1819	-27,9836	-27,4914	-27,5356	-26,8430	-26,7200	-0,7967	1,5267	1,8718	1,7424	1,6842	1,6332	1,5328
1230,3178	-55,7418	-29,5661	-28,3774	-28,0383	-27,7435	-27,1564	-27,1455	-0,8757	1,5393	1,8918	1,8281	1,6780	1,6425	1,5402
1234,9784	-56,1994	-30,0117	-28,7787	-28,3409	-28,2764	-27,6542	-27,6183	-0,9001	1,5668	1,9199	1,8209	1,7071	1,6742	1,5538
1239,6737	-56,7311	-30,4351	-29,2309	-28,7318	-28,5563	-27,9889	-27,9683	-0,8791	1,5773	1,9281	1,8350	1,7080	1,6905	1,5860
1244,3358	-57,1868	-30,8330	-29,6247	-29,0563	-28,9009	-28,2832	-28,2673	-0,9209	1,5860	1,9460	1,8488	1,6912	1,7105	1,5857
1248,9689	-57,6734	-31,2081	-29,9126	-29,4192	-29,2972	-28,6681	-28,6201	-0,8902	1,6076	1,9613	1,8753	1,7482	1,7312	1,5951
1253,5463	-58,0484	-31,5894	-29,8815	-29,3487	-29,5794	-28,8867	-28,7989	-0,9020	1,6114	1,9435	1,8673	1,7550	1,7414	1,5931
1258,2753	-58,5241	-31,9442	-30,6820	-30,1279	-29,9189	-29,4035	-29,2120	-0,8880	1,6243	1,9879	1,8861	1,7792	1,7449	1,6400
1262,8487	-58,7710	-32,3041	-30,9727	-30,4503	-30,3878	-29,5917	-29,4699	-0,9116	1,6299	1,9768	1,9115	1,7759	1,7800	1,6470
1267,4489	-59,1865	-32,5973	-31,2668	-30,7579	-30,5965	-29,9711	-29,7905	-0,9134	1,6357	1,9911	1,9263	1,7751	1,7791	1,6664
1272,0398	-59,5902	-32,9690	-31,6691	-31,0909	-30,9928	-30,3049	-30,2557	-0,9050	1,6484	2,0106	1,9302	1,8006	1,8074	1,6697
1276,6606	-59,8552	-33,3068	-31,9545	-31,4344	-31,3037	-30,6038	-30,4530	-0,9515	1,6554	2,0112	1,9412	1,8165	1,8395	1,6818
1281,3094	-60,2755	-33,6261	-32,2671	-31,6684	-31,4866	-30,8904	-30,7248	-0,9275	1,6682	2,0259	1,9374	1,8293	1,8491	1,7278
1285,9661	-60,7478	-33,9037	-32,5311	-31,9707	-31,7250	-31,0975	-30,9552	-0,8940	1,6793	2,0392	1,9550	1,8283	1,8482	1,6804
1290,6456	-61,1048	-34,2146	-32,8790	-32,3098	-32,1654	-31,3544	-31,2432	-0,9151	1,6797	2,0589	1,9621	1,8474	1,8526	1,7053
1295,2597	-61,4401	-34,5339	-33,1542	-32,6031	-32,5055	-31,7575	-31,5927	-0,9172	1,7020	2,0670	1,9678	1,8654	1,8896	1,7540
1299,9102	-61,8508	-34,8040	-33,4503	-32,9182	-32,7665	-31,9208	-31,8038	-0,9382	1,7033	2,0897	1,9989	1,8812	1,8810	1,7586
1304,5516	-62,4679	-35,0376	-33,7255	-33,1440	-32,9209	-32,2559	-32,1368	-0,5649	1,7372	2,1035	2,0178	1,8718	1,8950	1,7672
1309,2894	-62,5324	-35,4363	-34,0944	-33,4767	-33,3007	-32,5708	-32,3152	-0,9254	1,7337	2,0842	2,0231	1,8994	1,9054	1,7908
1313,8941	-62,9531	-35,7443	-34,3758	-33,6018	-33,6706	-32,8442	-32,6160	-0,9315	1,7195	2,1206	2,0164	1,8989	1,8994	1,8028
1318,5328	-63,3104	-36,0253	-34,6095	-34,2138	-33,8473	-33,1019	-32,9564	-0,9254	1,7466	2,0958	2,0305	1,9159	1,9011	1,8120
1323,1357	-63,6185	-36,3105	-34,8859	-34,2333	-34,1338	-33,3307	-33,1536	-0,9507	1,7526	2,1366	2,0422	1,8906	1,9318	1,8245
1327,7286	-63,9285	-36,5858	-35,1400	-34,4788	-34,2349	-33,6479	-33,3770	-0,9597	1,7591	2,1252	2,0297	1,9129	1,9478	1,8654
1332,3003	-64,2335	-36,8601	-35,4632	-34,5600	-34,5903	-33,8939	-33,7181	-0,9553	1,7791	2,1476	2,0541	1,9095	1,9550	1,7935
1336,9413	-64,7658	-37,1052	-35,7110	-35,1087	-34,8816	-34,1076	-33,8509	-0,9556	1,7682	2,1498	2,0837	1,9507	1,9651	1,9017
1341,5799	-64,9383	-37,3696	-36,0105	-35,2635	-35,0873	-34,3486	-34,2932	-0,9813	1,7834	2,1726	2,0395	1,9635	1,9808	1,8792
1346,2447	-65,2417	-37,6371	-36,2373	-36,3184	-35,3995	-34,7058	-34,3708	-0,9632	1,7946	2,1719	2,1436	1,9709	1,9805	1,8706
1350,8837	-65,4658	-37,9414	-36,4896	-35,9069	-35,5229	-34,8798	-34,5634	-0,9947	1,7940	2,1911	2,1583	1,9874	1,9912	1,9163
1355,4219	-65,9574	-38,1486	-36,7236	-35,8526	-35,8651	-35,1380	-34,6971	-0,9715	1,8003	2,1913	2,1307	1,9690	2,0332	1,9175
1360,0080	-66,2046	-38,3988	-36,9947	-36,1415	-36,0975	-35,3675	-35,1515	-0,9960	1,8216	2,2077	2,1666	1,9930	2,0068	1,8972
1364,6138	-66,5026	-38,6735	-37,1946	-36,3835	-36,3500	-35,5469	-35,3430	-1,0212	1,8250	2,2041	2,1796	2,0103	2,0163	1,8921
1369,2395	-66,8335	-38,9652	-37,4654	-36,6145	-36,5420	-35,7051	-35,6959	-1,0168	1,8288	2,2138	2,1870	1,9951	2,0342	1,8854
1373,8035	-67,2553	-39,1071	-37,6650	-36,9432	-36,7397	-36,0031	-35,7890	-0,9927	1,8436	2,2246	2,1001	1,9860	2,0550	1,9343
1378,3799	-67,4910	-39,4010	-37,9323	-37,1820	-37,0217	-36,1709	-36,1000	-1,0410	1,8514	2,2216	2,1649	2,0309	2,0374	1,9111
1382,9245	-67,6270	-39,6421	-38,1851	-37,5364	-37,1954	-36,4536	-36,2393	-1,0487	1,8505	2,2417	2,2055	2,0262	2,0574	1,9014
1387,5236	-68,0955	-39,8598	-38,3808	-37,7604	-37,4919	-36,7122	-36,2386	-1,0634	1,8485	2,2445	2,1977	2,0541	2,0573	1,9726
1392,1155	-68,3613	-40,1143	-38,5736	-37,9984	-37,6702	-36,8697	-36,4581	-1,0427	1,8506	2,2512	2,1456	2,0458	2,0920	1,9554
1396,6894	-68,5646	-40,3574	-38,8420	-38,1304	-37,9391	-37,0782	-36,6681	-1,0919	1,8569	2,2678	2,1973	2,0587	2,0735	1,8804
1401,2935	-68,9446	-40,5768	-39,0435	-38,4699	-38,1282	-37,3310	-37,2307	-1,0423	1,8633	2,2687	2,1938	2,0727	2,1131	2,0390
1405,9640	-69,0051	-40,7124	-39,2181	-38,4477	-38,2584	-37,3580	-36,9900	-0,9214	1,8729	2,2740	2,1890	2,0781	2,1204	2,0701
1410,6067	-69,2601	-40,9338	-39,3923	-38,6845	-38,4801	-37,6800	-37,4007	-0,8866	1,9001	2,2928	2,2672	2,0941	2,1190	1,9346
1415,2766	-69,3667	-41,1008	-39,6190	-38,9066	-38,5705	-37,7701	-37,2593	-0,8908	1,9148	2,2864	2,1884	2,0879	2,1297	2,0787
1419,9479	-69,6182	-41,3279	-39,8068	-39,0798	-38,8704	-38,0704	-38,0663	-0,9132	1,8915	2,3027	2,2607	2,0661	2,1378	2,0094
1424,6326	-69,6174	-41,6167	-40,0715	-39,3592	-39,0565	-38,2305	-37,6463	-0,8440	1,9028	2,2970	2,2323	2,1079	2,1168	2,1176
1429,2547	-69,9856	-41,8024	-40,3049	-39,5532	-39,2153	-38,4386	-38,0626	-0,8461	1,9083	2,3175	2,2390	2,1098	2,1286	2,0064
1433,8428	-70,2731	-42,0448	-40,4623	-39,7975	-39,4247	-38,6478	-38,4828	-0,8396	1,9320	2,3214	2,2327	2,1196	2,1275	1,9593
1438,4234	-70,5262	-42,2308	-40,6985	-39,9216	-39,5536	-38,7760	-39,1261	-0,8392	1,9367	2,3223	2,2511	2,1267	2,1607	2,0742
1442,9800	-70,6512	-42,4122	-40,8630	-40,1397	-39,8513	-38,9550	-38,4649	-0,8796	1,9414	2,3359	2,2802	2,1271	2,1825	2,1906
1447,5851	-70,9495	-42,6433	-41,0888	-40,3956	-40,1009	-39,2703	-39,9538	-0,8565	1,9640	2,3506	2,2720	2,1606	2,1800	1,9881
1452,1747	-71,2065	-42,8951	-41,2360	-40,4964	-40,2712	-39,3415	-38,6074	-0,9034	1,9673	2,3591	2,2849	2,1604	2,1911	2,2808
1456,7339	-71,4692	-43,0876	-41,5357	-40,7635	-40,5680	-39,6071	-40,1571	-0,9116	1,9733	2,3793	2,3036	2,1857	2,2104	1,9351
1461,4001	-71,8258	-43,3013	-41,6963	-41,0099	-40,6442	-39,8846	-41,4138	-0,9409	1,9713	2,3738	2,3038	2,1850	2,2277	1,9532
1466,1084	-71,9954	-43,4870	-41,9225	-41,2295	-40,8349	-40,1074	-39,2884	-0,9578	1,9818	2,3806	2,3257	2,1802	2,2062	2,1567
1470,8690	-72,3180	-43,7265	-42,1714	-41,3979	-41,0438	-40,2923	-40,4568	-0,9582	1,9793	2,4030	2,3384	2,2147	2,2305	2,0323
1475,5719	-72,5973	-43,9384	-42,3464	-41,5636	-41,1722	-40,4060	-40,0341	-0,9608	2,0119	2,4166	2,3310	2,1887	2,2402	2,2334
1480,2342	-72,7940	-44,1255	-42,4944	-41,7203	-41,3862	-40,5249	-38,7357	-0,9978	2,0053	2,4181	2,3414	2,1864	2,2341	1,5005
1484,8673	-73,0211	-44,3396	-42,6990	-41,9343	-41,5325	-40,6763	-40,4878	-1,0205	2,0089	2,4470	2,3913	2,1995	2,2486	1,9193
1489,4665	-73,2390	-44,5214	-42,9764	-42,1082	-41,7208	-41,1173	-40,5254	-1,0113	2,0026	2,4246	2,3607	2,2124	2,2522	2,0248
1494,1566	-73,5419	-44,7392	-43,0676	-42,2795	-41,8991	-41,0085	-41,6300	-1,0418	2,0159	2,4304	2,3765	2,2165	2,2834	2,5716
1498,7182	-73,8292	-44,8933	-43,2550	-42,5266	-42,0783	-41,2643	-40,4571	-1,0340	2,0294	2,4448	2,3619	2,2465	2,2768	2,2770
1503,2858	-73,9022	-45,0847	-43,4430	-42,6040	-42,2495	-41,3460	-40,8406	-1,0797	2,0383	2,4281	2,3655	2,2155	2,2959	2,0411
1507,8820	-74,1277	-45,2781	-43,6350	-42,8729	-42,5609	-41,5900	-41,0610	-1,0922	2,0263	2,4413	2,3758	2,2234	2,2907	2,3676
1512,4912	-74,3913	-45,4636	-43,7336	-42,9841	-42,5727	-41,6520	-41,5665	-1,1037	2,0256	2,4439	2,3807	2,2644	2,2919	2,3017
1517,0650	-74,5114	-45,6021	-43,9046	-43,0253	-42,6864	-41,8861	-41,9212	-1,1044	2,0316	2,4344	2,3958	2,2614	2,2967	2,3173
1521,7013	-74,7939	-45,7544	-44,0541	-43,3589	-42,9313	-41,9915	-41,0674	-1,1247	2,0407	2,4445	2,3992	2,2687	2,2968	1,9949
1526,3430	-74,9240	-45,9242	-44,2669	-43,4670	-43,0549	-42,2062	-42,1092	-1,1525	2,0392	2,4407	2,3948	2,2486	2,3280	2,3037
1531,0115	-75,1365	-46,1262	-44,4347	-43,6787	-43,2498	-42,3095	-41,8763	-1,1497	2,0432	2,4732	2,4019	2,2791	2,2955	2,1878
1535,6534	-75,4489	-46,2659	-44,6315	-43,7302	-43,4391	-42,4420	-42,4805	-1,1577	2,0423	2,4785	2,4051	2,2615	2,3374	2,1936
1540,3052	-75,5486	-46,4522	-44,7256	-43,9395	-43,5920	-42,6311	-42,5659	-1,1746	2,0425	2,4820	2,4011	2,2676	2,3244	2,2215
1544,9820	-75,7190	-46,6224	-44,9094	-44,1423	-43,7370	-42,7825	-42,6164	-1,2058	2,0485	2,4827	2,4237	2,2834	2,3140	2,1941
1549,6839	-75,8670	-46,7520	-45,0894	-44,2422	-43,7917	-42,9146	-42,9528	-1,2495	2,0467	2,4954	2,4238	2,2865	2,3447	2,2514
